基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
国泰惠享三个月定开债,007871,5.18亿元（2020-09-30）,0.67%,0.99%,0.99%,2.40%,--,2.66%,黄志翔,1年又36天,2.66%,4年又65天
国联安增盛一年定开债,008877,2.25亿元（2020-08-14）,0.68%,0.84%,--,--,--,0.80%,陈建华,149天,0.80%,2年又52天
国泰裕祥三个月定开债,006795,10.12亿元（2020-09-30）,0.79%,1.06%,0.60%,3.55%,--,4.89%,黄志翔,1年又131天,4.89%,4年又65天
鑫元锦利一年定开债,008806,5.19亿元（2020-09-30）,0.86%,1.15%,0.94%,--,--,0.91%,郭卉/王海燕,341天,0.76%,1年又30天/2年又84天
湘财久丰3个月定开债C,009123,0.02亿元（2020-09-30）,0.55%,1.20%,1.86%,--,--,1.36%,刘勇驿/虞娣,187天,1.80%,187天/259天
浦银安盛盛融定开债券,006404,103.35亿元（2020-09-30）,0.81%,1.26%,0.93%,3.06%,--,7.58%,刘大巍,2年又30天,7.58%,4年又147天
中银同享一年定开债,008663,9.96亿元（2020-09-30）,1.00%,1.44%,1.53%,--,--,1.02%,方抗,289天,1.02%,6年又147天
国泰添福一年定期开放债券,009444,2.10亿元（2020-08-03）,0.88%,0.85%,--,--,--,0.88%,王玉,160天,0.88%,1年又17天
财通资管鸿盛12个月定开债券A,008766,4.99亿元（2020-09-30）,0.13%,0.85%,1.12%,--,--,1.50%,顾宇笛/宫志芳,32天,0.31%,3年又135天/3年又146天
太平恒泽63个月定开,009533,80.00亿元（2020-08-07）,0.33%,0.92%,--,--,--,1.34%,吴超,156天,1.34%,2年又333天
中信保诚嘉裕五年定开债,008429,90.26亿元（2020-09-30）,0.31%,0.82%,1.55%,2.84%,--,2.91%,吴胤希,1年又18天,2.91%,4年又89天
银河景行3个月定开债,005790,10.16亿元（2020-09-30）,0.79%,0.99%,1.40%,4.29%,--,13.74%,韩晶/刘铭,2年又3天,9.02%,10年又364天/4年又33天
兴银汇智定开债,009207,10.01亿元（2020-09-30）,0.92%,1.03%,1.19%,--,--,1.10%,陶国峰/李文程/洪木妹,205天,1.10%,1年又39天/2年又275天/6年又138天
上银聚德益一年定开债券,009578,5.09亿元（2020-09-30）,0.74%,1.20%,0.99%,--,--,1.03%,许佳/倪侃,52天,0.98%,52天/2年又175天
鹏华锦利两年定开债,007682,7.87亿元（2020-09-30）,0.16%,0.47%,1.90%,3.63%,--,4.30%,戴钢,1年又129天,4.30%,9年又36天
海富通裕通30个月定开债,008231,56.42亿元（2020-09-30）,0.40%,0.87%,1.46%,2.80%,--,2.89%,张靖爽,1年又22天,2.89%,4年又173天
新华安享惠泽39个月定开债C,008808,0.00亿元（2020-09-30）,0.23%,0.59%,1.12%,--,--,1.45%,李洁/王滨,243天,1.30%,243天/4年又360天
财通资管鸿盛12个月定开债券C,008767,5.05亿元（2020-09-30）,0.09%,0.75%,0.91%,--,--,1.26%,顾宇笛/宫志芳,32天,0.28%,3年又135天/3年又146天
银华信用精选15个月定开债,010638,52.14亿元（2020-11-18）,0.66%,--,--,--,--,0.63%,刘小平,53天,0.63%,2年又37天
长信稳鑫三个月定开债发起式,005575,9.92亿元（2020-09-30）,0.79%,1.32%,1.32%,2.53%,--,13.12%,段博卿/陆莹,314天,0.67%,1年又43天/4年又13天
广发汇兴3个月定期开放债券,006552,6.55亿元（2020-09-30）,1.29%,1.58%,0.93%,2.76%,--,8.46%,洪志,1年又19天,2.91%,2年又1天
银华稳晟39个月定开债,008002,105.53亿元（2020-09-30）,0.32%,0.88%,1.66%,3.29%,--,3.77%,赵旭东,1年又67天,3.77%,1年又67天
德邦锐恒39个月定开债A,008717,12.72亿元（2020-09-30）,0.18%,0.45%,0.86%,--,--,1.42%,杨严/张铮烁,272天,1.28%,1年又52天/5年又4天
格林泓裕一年定开债A,008484,6.05亿元（2020-09-30）,0.17%,0.43%,0.81%,--,--,1.20%,杜钧天/张晓圆,193天,0.81%,193天/2年又39天
广发汇明一年定期开放债券,008366,5.00亿元（2020-08-07）,0.23%,0.67%,--,--,--,0.96%,刘志辉,156天,0.96%,4年又55天
富国荣利纯债一年定开债发起式,009642,0.60亿元（2020-09-07）,0.71%,1.07%,--,--,--,1.18%,张洋/沈博文,115天,1.14%,228天/2年又184天
德邦锐恒39个月定开债C,008718,0.00亿元（2020-09-30）,0.15%,0.37%,0.72%,--,--,1.20%,杨严/张铮烁,272天,1.08%,1年又52天/5年又4天
诺德汇盈一年定开,008654,5.05亿元（2020-09-30）,1.14%,1.85%,1.22%,--,--,0.84%,赵滔滔,328天,0.84%,10年又204天
财通资管丰乾39个月定开债C,009553,0.00亿元（2020-08-24）,0.28%,0.76%,--,--,--,0.99%,夏金涛/顾宇笛,130天,0.93%,193天/3年又135天
中银睿享定开债券,003313,239.81亿元（2020-09-30）,0.76%,1.20%,1.08%,2.70%,14.23%,16.87%,陈鹄飞/白洁,249天,0.17%,1年又81天/9年又302天
南方宁利一年定开债发起式,008780,5.09亿元（2020-09-30）,0.85%,1.31%,0.89%,--,--,2.01%,刘文良/杜才超,331天,1.69%,5年又145天/4年又33天
中航瑞晨87个月定开债A,010485,79.90亿元（2020-11-23）,0.29%,--,--,--,--,0.37%,茅勇峰,48天,0.37%,2年又210天
华安鑫浦定开债C,008676,0.00亿元（2020-09-30）,0.36%,0.96%,1.81%,--,--,3.45%,孙丽娜,1年又1天,3.45%,6年又135天
鑫元悦利定开债发起式,006754,5.11亿元（2020-09-30）,0.50%,0.93%,1.85%,6.07%,--,7.93%,赵慧,223天,2.25%,4年又364天
国联安恒利63个月定开债A,007999,85.11亿元（2020-09-30）,0.39%,1.14%,2.43%,4.19%,--,4.61%,陈建华/薛琳,1年又65天,4.61%,2年又52天/8年又185天
创金合信汇泽三个月定开债券,006032,4.07亿元（2020-09-30）,0.40%,0.76%,1.76%,2.39%,--,3.14%,谢创/郑振源,1年又121天,3.14%,2年又122天/5年又242天
英大安鑫66个月定期开放债券,009770,79.99亿元（2020-09-24）,0.36%,0.92%,--,--,--,0.96%,张大铮/易祺坤,108天,0.96%,1年又5天/3年又315天
中信建投稳裕定开债C,007552,0.00亿元（2020-09-30）,0.99%,1.16%,0.65%,2.71%,--,3.21%,许健,1年又207天,3.21%,3年又323天
财通资管丰乾39个月定开债A,009552,33.40亿元（2020-08-24）,0.31%,0.84%,--,--,--,1.10%,夏金涛/顾宇笛,130天,1.03%,193天/3年又135天
创金合信汇嘉三个月定开,008031,5.06亿元（2020-09-30）,0.89%,1.20%,1.19%,0.74%,--,1.01%,郑振源,1年又33天,1.01%,5年又242天
创金合信汇誉六个月定开债C,005785,0.00亿元（2020-09-30）,1.02%,0.98%,1.26%,3.75%,--,15.03%,谢创/郑振源,1年又235天,7.58%,2年又122天/5年又242天
广发汇达3个月定期开放债券,008161,9.51亿元（2020-09-30）,1.21%,1.37%,0.85%,--,--,1.34%,王予柯,328天,1.34%,5年又230天
南方招利一年债券,008361,1.10亿元（2020-09-30）,0.67%,1.02%,1.33%,--,--,1.34%,刘文良,227天,1.34%,5年又145天
上银聚远鑫87个月定开债,010639,80.00亿元（2020-11-25）,0.28%,--,--,--,--,0.33%,倪侃,46天,0.33%,2年又175天
博时富盛一年定开债发起式,009561,5.09亿元（2020-09-30）,1.06%,1.53%,--,--,--,1.35%,王申,178天,1.35%,5年又235天
兴银汇悦一年定开债发起式,009091,5.11亿元（2020-09-30）,0.72%,1.20%,1.41%,--,--,1.42%,王深/范泰奇,151天,1.32%,151天/3年又28天
前海开源惠盈39个月定开债券,009894,52.80亿元（2020-08-24）,0.34%,0.92%,--,--,--,1.14%,李炳智,139天,1.14%,3年又351天
华泰保兴久盈63个月定开债,007432,45.00亿元（2020-08-24）,0.37%,1.00%,--,--,--,1.28%,王海明/周咏梅,139天,1.28%,1年又110天/2年又339天
广发汇择一年定开债A,008606,36.59亿元（2020-09-30）,0.32%,0.51%,-0.11%,--,--,0.02%,高翔,338天,0.02%,2年又273天
新华安享惠融88个月定开债A,009979,80.00亿元（2020-10-20）,0.35%,--,--,--,--,0.66%,马英/王滨,33天,0.29%,5年又186天/4年又360天
浦银安盛普嘉87个月定开债C,009633,0.00亿元（2020-09-30）,0.37%,0.98%,1.75%,--,--,1.79%,李羿,200天,1.79%,6年又119天
渤海汇金汇裕87个月定开债,009836,80.00亿元（2020-11-10）,0.33%,--,--,--,--,0.53%,高延龙/李杨,58天,0.51%,220天/3年又157天
天弘纯享一年定开,008730,7.04亿元（2020-09-30）,0.97%,1.24%,1.17%,--,--,0.43%,柴文婷,291天,0.43%,3年又276天
鹏扬淳安66个月定开债A,009759,80.41亿元（2020-09-30）,0.36%,0.96%,--,--,--,1.53%,陈钟闻,173天,1.53%,3年又154天
华宝宝惠债券,007957,61.42亿元（2020-09-30）,0.38%,0.89%,1.65%,3.18%,--,3.60%,林昊,1年又64天,3.60%,3年又300天
长城嘉鑫两年定开债A,008287,75.70亿元（2020-09-30）,0.35%,1.01%,1.76%,3.27%,--,3.47%,徐涛国,1年又30天,3.47%,3年又203天
国富恒博63个月定期开放债券,010468,79.95亿元（2020-11-19）,0.31%,--,--,--,--,0.41%,沈竹熙,52天,0.41%,2年又230天
天弘兴享一年定开,008738,9.90亿元（2020-09-30）,1.14%,1.55%,0.45%,--,--,0.58%,柴文婷,233天,0.58%,3年又276天
中航瑞晨87个月定开债C,010486,0.00亿元（2020-11-23）,0.31%,--,--,--,--,0.38%,茅勇峰,48天,0.38%,2年又210天
兴银汇泽87个月定开债,010983,76.00亿元（2020-12-22）,--,--,--,--,--,0.08%,范泰奇,19天,0.08%,3年又28天
嘉合慧康63个月定开债券C,009674,0.00亿元（2020-08-04）,0.33%,0.91%,--,--,--,1.33%,季慧娟,159天,1.33%,5年又188天
汇添富盛和66个月定开债,010482,79.90亿元（2020-11-06）,0.32%,--,--,--,--,0.52%,杨靖,65天,0.52%,1年又323天
汇安裕鑫12个月定开纯债债券,008624,10.15亿元（2020-09-30）,0.64%,0.91%,--,--,--,2.38%,张昆,104天,0.91%,109天
财通裕惠63个月定开债,008575,40.33亿元（2020-09-30）,0.25%,0.67%,1.29%,--,--,2.26%,罗晓倩,320天,2.26%,3年又176天
上投摩根瑞泰38个月定开A,008759,21.15亿元（2020-09-30）,0.20%,0.48%,0.82%,--,--,1.21%,任翔,298天,1.21%,1年又46天
东兴鑫远三年定开,008165,20.44亿元（2020-09-30）,0.18%,0.54%,0.95%,--,--,1.20%,张琳娜,270天,1.20%,5年又270天
国联安恒利63个月定开债C,008000,0.00亿元（2020-09-30）,0.36%,1.06%,2.27%,3.88%,--,4.24%,陈建华/薛琳,1年又65天,4.24%,2年又52天/8年又185天
工银泰享三年理财债券,002750,50.23亿元（2020-09-30）,0.32%,1.04%,1.68%,3.41%,10.07%,14.00%,陈桂都,2年又322天,9.75%,4年又131天
鹏华尊和一年定开发起式债券,011080,80.10亿元（2020-12-23）,--,--,--,--,--,0.10%,邓明明,18天,0.10%,1年又220天
金元顺安泓丰87个月定开债C,008225,0.00亿元（2020-12-03）,0.26%,--,--,--,--,0.26%,苏利华,38天,0.26%,2年又350天
易方达恒智63个月定开债发起式,009809,80.36亿元（2020-09-30）,0.36%,0.98%,--,--,--,1.55%,藏海涛,170天,1.55%,316天
华宝宝利定开债券,009756,80.58亿元（2020-09-30）,0.39%,1.05%,--,--,--,1.79%,林昊,185天,1.79%,3年又300天
格林泓安63个月定开债,009738,57.01亿元（2020-11-02）,0.35%,--,--,--,--,0.59%,张晓圆,69天,0.59%,2年又39天
兴业嘉荣一年定开债券,009105,5.00亿元（2020-08-27）,0.32%,0.65%,--,--,--,0.84%,王卓然,136天,0.84%,1年又324天
中邮淳悦39个月定开债A,008560,38.17亿元（2020-09-30）,0.29%,0.81%,--,--,--,1.25%,闫宜乘,130天,1.02%,255天
博时富灿一年定开债发起式,009167,9.90亿元（2020-09-30）,0.79%,1.18%,0.84%,--,--,0.17%,王申,290天,0.17%,5年又235天
广发汇浦三年定期开放债券,008608,80.34亿元（2020-09-30）,0.29%,0.79%,--,--,--,1.34%,刘志辉,179天,1.34%,4年又55天
东方红鑫泰66个月定开债,009834,80.27亿元（2020-09-30）,0.34%,0.95%,--,--,--,1.54%,丁锐,170天,1.54%,2年又49天
嘉合慧康63个月定开债券A,009673,79.99亿元（2020-08-04）,0.35%,0.95%,--,--,--,1.38%,季慧娟,159天,1.38%,5年又188天
广发理财年年红债券,270043,19.35亿元（2020-09-30）,0.16%,0.43%,0.50%,2.21%,10.33%,33.90%,吴迪,212天,0.91%,248天
浙商汇金聚泓两年定开债A,008615,23.80亿元（2020-10-30）,0.28%,--,--,--,--,0.49%,王宇超,33天,0.22%,152天
鹏华锦润86个月定开债,007723,80.46亿元（2020-09-30）,0.38%,1.01%,--,--,--,1.60%,邓明明,172天,1.60%,1年又220天
长江安享纯债18个月定开债A,010251,10.00亿元（2020-12-16）,--,--,--,--,--,0.12%,漆志伟,25天,0.12%,4年又86天
博时安诚3个月定开债C,003565,0.01亿元（2020-09-30）,0.70%,1.11%,0.70%,0.44%,8.58%,7.71%,程卓,2年又228天,6.96%,4年又153天
浙商汇金安享66个月定期C,008614,0.00亿元（2020-09-23）,0.29%,0.67%,--,--,--,0.69%,王宇超,33天,0.24%,152天
蜂巢添跃66个月定开债,008316,79.90亿元（2020-12-10）,--,--,--,--,--,0.20%,金之洁,31天,0.20%,256天
长盛稳鑫63个月定开债,010580,80.00亿元（2020-11-30）,0.25%,--,--,--,--,0.27%,葛鹤军,41天,0.27%,5年又319天
中泰青月安盈66个月定开债,010501,79.99亿元（2020-11-23）,0.34%,--,--,--,--,0.41%,王瑞/张蓓蓓(Zhang Phoebe),48天,0.41%,48天/1年又260天
金元顺安泓丰87个月定开债A,008224,59.00亿元（2020-12-03）,0.28%,--,--,--,--,0.28%,苏利华,38天,0.28%,2年又350天
交银裕泰两年定期开放债券,008223,119.10亿元（2020-09-30）,0.31%,0.93%,1.62%,3.02%,--,3.18%,魏玉敏/于海颖,1年又32天,3.18%,2年又135天/10年又47天
华夏恒益18个月定开债券,007591,63.49亿元（2020-09-30）,0.31%,0.80%,1.70%,2.91%,--,3.87%,何家琪,1年又129天,3.87%,4年又128天
长信富安纯债半年定开债C,519944,0.15亿元（2020-09-30）,0.46%,-1.12%,-0.57%,1.73%,12.79%,21.03%,冯彬,306天,-0.24%,3年又80天
申万菱信安泰富利三年定开A,009543,38.67亿元（2020-09-30）,0.33%,0.87%,--,--,--,1.32%,范磊,165天,1.32%,4年又19天
浦银安盛普华66个月定开债A,009933,80.00亿元（2020-08-10）,0.35%,0.95%,--,--,--,1.33%,李羿,153天,1.33%,6年又119天
中金鑫福87个月定开债,008102,80.00亿元（2020-08-03）,0.36%,0.98%,--,--,--,1.46%,董珊珊,160天,1.46%,1年又327天
中融聚锦一年定开债券,008508,10.17亿元（2020-09-30）,0.58%,0.85%,2.57%,--,--,2.57%,石霄蒙/哈默,62天,0.49%,62天/5年又112天
长信富安纯债半年定开债A,519945,4.12亿元（2020-09-30）,0.50%,-1.01%,-0.36%,2.15%,14.15%,23.72%,冯彬,306天,0.10%,3年又80天
易方达恒茂39个月定开债券,009212,80.28亿元（2020-09-30）,0.31%,0.84%,--,--,--,1.42%,藏海涛,178天,1.42%,316天
华安锦源0-7年金融债定开债,009786,91.10亿元（2020-12-11）,--,--,--,--,--,0.43%,林唐宇,30天,0.43%,362天
德邦锐泽86个月定开债,009780,80.39亿元（2020-09-30）,0.37%,0.99%,--,--,--,1.47%,杨严/丁孙楠,164天,1.47%,1年又52天/3年又352天
财通资管丰和两年定开债A,007913,34.13亿元（2020-09-30）,0.23%,0.91%,1.71%,2.92%,--,3.11%,夏金涛/李杰,193天,1.71%,193天/8年又5天
中加颐慧定开债券发起式C,005337,0.00亿元（2020-06-30）,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,王霈,313天,0.00%,326天
宝盈聚福39个月定开债A,009523,57.80亿元（2020-08-28）,0.31%,0.89%,--,--,--,1.10%,邓栋,135天,1.10%,6年又143天
国联安增富一年定开债,006495,51.66亿元（2020-09-30）,1.18%,1.65%,1.22%,3.86%,--,9.88%,李德清,10天,0.29%,11天
中加享利三年债券,007680,91.65亿元（2020-09-30）,0.31%,0.83%,1.59%,3.19%,--,4.20%,于跃,313天,2.67%,326天
中邮淳悦39个月定开债C,008561,0.00亿元（2020-09-30）,0.27%,0.75%,--,--,--,1.15%,闫宜乘,130天,0.95%,255天
新华安享惠融88个月定开债C,009980,0.00亿元（2020-10-20）,0.31%,--,--,--,--,0.56%,马英/王滨,33天,0.25%,5年又186天/4年又360天
前海开源惠泽两年定开债券,009788,10.05亿元（2020-09-30）,0.25%,0.68%,1.15%,--,--,1.15%,李炳智,187天,1.15%,3年又351天
国金惠丰39个月定开债,009839,28.00亿元（2020-08-06）,0.35%,0.92%,--,--,--,1.33%,尹海峰,157天,1.33%,1年又333天
惠升和韵66个月定开债券,010631,60.00亿元（2020-12-16）,--,--,--,--,--,0.10%,卓勇,25天,0.10%,1年又64天
浙商汇金安享66个月定期A,008613,79.90亿元（2020-09-23）,0.35%,0.81%,--,--,--,0.84%,王宇超,33天,0.28%,152天
兴业稳固收益一年理财债券,001368,0.00亿元（2016-12-31）,0.21%,-0.38%,-0.38%,-0.38%,-0.38%,2.52%,周鸣/王卓然,38天,0.22%,10年又340天/1年又324天
东海祥泰三年定开债发起式,009802,10.15亿元（2020-09-30）,0.30%,0.84%,--,--,--,1.35%,祝鸿玲,170天,1.35%,4年又293天
华泰紫金丰安27个月定开债券A,009844,79.91亿元（2020-09-24）,0.30%,0.81%,--,--,--,0.83%,陈利/陈晨,74天,0.60%,4年又61天/1年又311天
财通资管丰和两年定开债C,007914,0.00亿元（2020-09-30）,0.20%,0.81%,1.49%,2.51%,--,2.66%,夏金涛/李杰,193天,1.49%,193天/8年又5天
国寿安保泰祥纯债一年定开债券发起式,008289,10.04亿元（2020-09-30）,0.37%,0.75%,1.07%,--,--,1.13%,陶尹斌,259天,1.13%,1年又325天
蜂巢添禧87个月定开,009254,80.31亿元（2020-09-30）,0.42%,1.09%,--,--,--,1.61%,金之洁/李海涛,151天,1.55%,256天/1年又178天
博时稳悦63个月定开债,008674,81.07亿元（2020-09-30）,0.35%,0.94%,1.78%,--,--,3.30%,邓欣雨,363天,3.30%,7年又109天
宝盈聚福39个月定开债C,009524,0.00亿元（2020-08-28）,0.29%,0.82%,--,--,--,1.01%,邓栋,135天,1.01%,6年又143天
天弘鑫利三年定开,008014,130.43亿元（2020-09-30）,0.32%,0.85%,1.63%,3.36%,--,3.63%,陈钢/柴文婷,1年又22天,3.48%,8年又180天/3年又276天
浦银安盛盛毅一年定开债券,009044,2.10亿元（2020-09-17）,1.21%,1.13%,--,--,--,1.21%,曹治国,115天,1.21%,1年又316天
万家民安增利12个月定开债C,007489,0.00亿元（2020-09-30）,0.23%,0.13%,0.50%,2.09%,--,2.65%,陈奕雯/郅元,36天,0.24%,1年又324天/2年又171天
万家民安增利12个月定开债A,007488,0.02亿元（2020-09-30）,0.27%,0.13%,0.55%,2.38%,--,3.13%,陈奕雯/郅元,36天,0.28%,1年又324天/2年又171天
民生加银瑞夏一年定开债券发起式,008756,9.86亿元（2020-09-30）,0.97%,1.40%,1.01%,--,--,0.01%,胡振仓,262天,0.01%,11年又259天
中金鑫裕1年定开债C,008105,0.06亿元（2020-09-30）,0.60%,1.24%,2.17%,3.28%,--,3.35%,董珊珊/石玉,1年又17天,3.31%,1年又327天/4年又179天
恒生前海恒颐五年定开债C,009304,0.00亿元（2020-11-02）,0.32%,--,--,--,--,0.55%,綦鹏/李维康,65天,0.52%,2年又252天/1年又297天
兴业稳泰66个月定开债券,009732,79.50亿元（2020-09-30）,0.34%,0.94%,--,--,--,1.57%,唐丁祥,177天,1.57%,1年又326天
光大尊裕纯债一年定开债,009452,2.10亿元（2020-09-17）,0.91%,0.50%,--,--,--,0.54%,毕凯/周华,92天,0.42%,149天/2年又154天
国泰惠鑫一年定期开放债券,008278,5.05亿元（2020-09-30）,1.19%,1.51%,0.72%,0.42%,--,0.43%,陶然/丁士恒,191天,0.72%,2年又363天/240天
中信保诚嘉润66个月定开债,010462,80.00亿元（2020-11-10）,0.35%,--,--,--,--,0.53%,何文忠/吴胤希,61天,0.53%,1年又288天/4年又89天
中金新元6个月定开债C,006641,0.00亿元（2020-09-30）,-2.50%,-2.17%,-2.04%,-0.37%,--,4.11%,石玉,2年又57天,4.11%,4年又179天
中银丰实定开债,004723,20.04亿元（2020-12-31）,1.04%,1.34%,1.60%,4.44%,17.17%,19.36%,陈鹄飞,87天,1.26%,1年又81天
华安鑫浦定开债A,008675,82.12亿元（2020-09-30）,0.38%,1.03%,1.95%,--,--,3.71%,孙丽娜,1年又1天,3.71%,6年又135天
长信浦瑞87个月定开债券,009699,80.00亿元（2020-08-10）,0.36%,0.98%,--,--,--,1.38%,陆莹,153天,1.38%,4年又13天
东方永悦18个月定开债券A,009177,29.95亿元（2020-09-30）,0.79%,0.44%,0.95%,--,--,0.22%,吴萍萍,246天,0.22%,4年又296天
中金鑫裕1年定开债A,008104,2.09亿元（2020-09-30）,0.64%,1.36%,2.39%,3.71%,--,3.80%,董珊珊/石玉,1年又17天,3.75%,1年又327天/4年又179天
中加纯债定开债券C,004912,0.00亿元（2020-09-30）,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,王霈,312天,0.00%,326天
兴银合盛定开债A,008535,12.54亿元（2020-09-30）,0.19%,0.55%,1.04%,--,--,1.54%,王深/范泰奇,151天,0.84%,151天/3年又28天
淳厚安裕87个月定开债,009583,74.36亿元（2020-09-30）,0.37%,1.02%,--,--,--,1.51%,江文军/祁洁萍,122天,1.19%,122天/4年又128天
红塔红土长益定开债A,002688,3.34亿元（2020-09-30）,-0.55%,1.76%,4.46%,17.11%,28.17%,29.06%,梁钧,66天,-0.40%,6年又24天
南方得利一年定开债,008509,3.09亿元（2020-09-30）,0.79%,1.08%,1.33%,--,--,0.76%,黄斌斌,290天,0.76%,2年又336天
浦银安盛普华66个月定开债C,009934,0.00亿元（2020-08-10）,0.00%,0.00%,--,--,--,0.00%,李羿,153天,0.00%,6年又119天
汇安恒利39个月定开纯债债券,009305,42.00亿元（2020-12-18）,--,--,--,--,--,0.13%,张昆/仇秉则,18天,0.10%,109天/4年又40天
渤海汇金汇增利3个月定开,005427,29.98亿元（2020-09-30）,0.65%,1.21%,0.83%,-1.04%,1.24%,1.36%,高延龙/李杨,220天,0.95%,220天/3年又157天
创金合信泰博66个月定开债,009833,80.40亿元（2020-09-30）,0.36%,0.96%,--,--,--,1.46%,吕沂洋/闫一帆,151天,1.35%,1年又22天/3年又115天
华泰紫金丰安27个月定开债券C,009845,0.00亿元（2020-09-24）,0.29%,0.78%,--,--,--,0.80%,陈利/陈晨,74天,0.58%,4年又61天/1年又311天
淳厚安心87个月定开债,010627,77.50亿元（2020-11-26）,0.28%,--,--,--,--,0.31%,江文军/祁洁萍,17天,0.12%,122天/4年又128天
民生加银汇智3个月定开债,010099,2.00亿元（2020-12-30）,--,--,--,--,--,0.05%,姚航,11天,0.05%,6年又357天
广发汇宏6个月定开债,006378,3.11亿元（2020-09-30）,0.24%,0.48%,-0.16%,1.89%,--,4.41%,洪志/谢军,1年又235天,4.50%,2年又1天/14年又124天
上银聚远盈42个月定开债券,009851,80.44亿元（2020-09-30）,0.33%,0.89%,--,--,--,1.45%,倪侃,172天,1.45%,2年又175天
鹏华尊达一年定开发起式债券,008925,2.09亿元（2020-09-30）,0.80%,1.06%,0.87%,--,--,0.42%,曾皓明,235天,0.42%,318天
易方达年年恒实纯债一年定开C,010472,0.01亿元（2021-01-06）,--,--,--,--,--,0.00%,李一硕,4天,0.00%,6年又184天
东方永悦18个月定开债券C,009178,4.20亿元（2020-09-30）,0.76%,0.33%,0.74%,--,--,-0.05%,吴萍萍,246天,-0.05%,4年又296天
广发汇优66个月定期开放债券,008130,145.07亿元（2020-09-30）,0.34%,0.96%,1.81%,3.51%,--,3.77%,刘志辉/高翔/张芊,1年又19天,3.58%,4年又55天/2年又273天/8年又29天
景顺长城景泰恒利一年定开债,011088,30.10亿元（2021-01-08）,--,--,--,--,--,0.00%,彭成军,2天,0.00%,1年又242天
平安合享1年定开债,009166,9.80亿元（2020-09-30）,1.26%,1.77%,1.04%,--,--,-0.26%,苏宁,259天,-0.26%,1年又17天
浙商汇金聚泓两年定开债C,008616,0.00亿元（2020-10-30）,0.00%,--,--,--,--,0.00%,王宇超,33天,0.00%,152天
华泰紫金智惠定开债券A,005465,9.83亿元（2020-09-30）,0.57%,0.97%,0.43%,1.72%,--,6.49%,阮毅/陈晨/李博良,1年又243天,5.85%,2年又72天/1年又311天/3年又140天
易方达年年恒实纯债一年定开A,010471,3.84亿元（2021-01-06）,--,--,--,--,--,0.00%,李一硕,4天,0.00%,6年又184天
诺安瑞鑫定开债券,000521,38.48亿元（2020-09-30）,0.80%,1.35%,0.88%,3.36%,13.35%,13.53%,潘飞,3年又14天,13.53%,4年又127天
恒生前海恒颐五年定开债A,009303,26.00亿元（2020-11-02）,0.32%,--,--,--,--,0.56%,綦鹏/李维康,65天,0.53%,2年又252天/1年又297天
长信富民纯债一年定开债A,005069,0.27亿元（2020-09-30）,-0.05%,-3.00%,-1.88%,0.93%,9.23%,8.17%,冯彬,1年又81天,1.14%,3年又80天
浙商惠隆39个月定开债券,009679,51.50亿元（2020-09-10）,0.36%,0.96%,--,--,--,1.09%,赵柳燕/刘爱民,90天,0.82%,278天/2年又361天
财通兴利纯债12个月定开债,008678,7.89亿元（2020-09-30）,1.22%,1.32%,-0.17%,-1.31%,--,-1.25%,林洪钧,1年又18天,-1.25%,6年又245天
易方达年年恒春定开债C,009293,6.13亿元（2020-09-30）,0.89%,0.74%,0.62%,--,--,-1.20%,李一硕,258天,-1.20%,6年又184天
创金合信泰享39个月,009386,10.05亿元（2020-09-30）,0.27%,0.76%,--,--,--,1.22%,吕沂洋/闫一帆,34天,0.21%,1年又22天/3年又115天
财通裕泰87个月定开债,010502,79.99亿元（2020-11-11）,0.30%,--,--,--,--,0.46%,罗晓倩/杨烨超,60天,0.46%,3年又176天/3年又57天
天弘恒享一年定开,008762,9.85亿元（2020-09-30）,0.65%,0.93%,0.66%,--,--,-0.58%,赵鼎龙,298天,-0.58%,1年又57天
浦银安盛盛智一年定开债券,009045,9.79亿元（2020-09-30）,1.16%,1.64%,0.80%,--,--,-0.51%,曹治国,290天,-0.51%,1年又316天
申万菱信安泰鑫利纯债一年定开债,009084,0.10亿元（2020-09-30）,0.08%,-0.08%,-0.48%,--,--,-0.54%,叶瑜珍,298天,-0.54%,7年又166天
中金新润3个月定开债A,007437,0.50亿元（2020-09-30）,0.53%,0.82%,1.14%,--,--,1.29%,董珊珊,355天,1.29%,1年又327天
长信富民纯债一年定开债C,519955,0.26亿元（2020-09-30）,-0.09%,-3.10%,-2.07%,0.53%,7.89%,16.60%,冯彬,1年又81天,0.67%,3年又80天
长江安享纯债18个月定开债C,010252,0.01亿元（2020-12-16）,--,--,--,--,--,0.10%,漆志伟,25天,0.10%,4年又86天
国寿安保泰吉纯债一年定开债,008902,9.87亿元（2020-09-30）,0.81%,1.26%,0.95%,--,--,-0.04%,陶尹斌,300天,-0.04%,1年又325天
东方红鑫安39个月定开债券,009579,56.30亿元（2020-08-31）,0.33%,0.90%,--,--,--,1.13%,丁锐/陈觉平,118天,1.00%,2年又49天/2年又199天
红塔红土长益定开债C,002689,0.01亿元（2020-09-30）,-0.59%,1.66%,4.25%,16.65%,26.65%,26.90%,梁钧,66天,-0.46%,6年又24天
